name,sex,frequency,year
Marlon,M,640,1975
Tyson,M,638,1975
Lloyd,M,637,1975
Demetrius,M,636,1975
Erick,M,628,1975
Evan,M,625,1975
Marshall,M,622,1975
Brock,M,619,1975
Antoine,M,618,1975
Jayson,M,615,1975
Ben,M,606,1975
Jackie,M,588,1975
Darrin,M,587,1975
Gordon,M,585,1975
Noah,M,582,1975
Jimmie,M,581,1975
Allan,M,577,1975
Marty,M,572,1975
Stuart,M,566,1975
Charlie,M,565,1975
Garrett,M,565,1975
Scotty,M,563,1975
Devin,M,562,1975
Salvador,M,561,1975
Lorenzo,M,557,1975
Bradford,M,556,1975
Gene,M,555,1975
Freddie,M,548,1975
Angelo,M,547,1975
Ethan,M,545,1975
Damien,M,541,1975
Felix,M,537,1975
Guy,M,534,1975
Rickey,M,534,1975
Israel,M,530,1975
Johnnie,M,524,1975
Blake,M,523,1975
Floyd,M,520,1975
Marcos,M,519,1975
Leo,M,517,1975
Nakia,M,514,1975
Roland,M,513,1975
Ernesto,M,505,1975
Kent,M,502,1975
Abraham,M,501,1975
Noel,M,501,1975
Rick,M,501,1975
Jennifer,F,59476,1976
Amy,F,31341,1976
Melissa,F,25092,1976
Heather,F,24199,1976
Angela,F,22041,1976
Michelle,F,19555,1976
Kimberly,F,18966,1976
Jessica,F,18370,1976
Lisa,F,17349,1976
Amanda,F,15591,1976
Stephanie,F,15180,1976
Rebecca,F,14492,1976
Nicole,F,14454,1976
Christina,F,14034,1976
Sarah,F,13992,1976
Elizabeth,F,13550,1976
Shannon,F,13373,1976
Jamie,F,12539,1976
Kelly,F,11792,1976
Laura,F,11253,1976
Julie,F,10842,1976
Mary,F,10321,1976
Rachel,F,8458,1976
Erin,F,8384,1976
Andrea,F,8354,1976
Christine,F,8108,1976
Sara,F,8024,1976
Carrie,F,7994,1976
Jaime,F,7836,1976
April,F,7762,1976
Karen,F,7502,1976
Tiffany,F,7484,1976
Danielle,F,7363,1976
Maria,F,7340,1976
Dawn,F,7050,1976
Crystal,F,6945,1976
Tracy,F,6824,1976
Stacy,F,6524,1976
Wendy,F,6467,1976
Susan,F,6410,1976
Tammy,F,6228,1976
Tara,F,6024,1976
Patricia,F,6017,1976
Cynthia,F,6014,1976
Monica,F,5980,1976
Misty,F,5906,1976
Lori,F,5847,1976
Tina,F,5746,1976
Amber,F,5649,1976
Emily,F,5548,1976
Stacey,F,5390,1976
Jill,F,5284,1976
Melanie,F,5240,1976
Erica,F,5235,1976
Brandy,F,5233,1976
Holly,F,5176,1976
Katherine,F,5056,1976
Tonya,F,4965,1976
Sandra,F,4862,1976
Christy,F,4851,1976
Tanya,F,4820,1976
Megan,F,4467,1976
Michele,F,4443,1976
Dana,F,4409,1976
Leslie,F,4310,1976
Teresa,F,4055,1976
Allison,F,4032,1976
Veronica,F,4023,1976
Denise,F,3991,1976
Heidi,F,3893,1976
Alicia,F,3793,1976
Catherine,F,3782,1976
Kristen,F,3655,1976
Kristin,F,3628,1976
Robin,F,3623,1976
Courtney,F,3621,1976
Brenda,F,3586,1976
Anna,F,3583,1976
Brandi,F,3536,1976
Natalie,F,3503,1976
Sharon,F,3454,1976
Kathleen,F,3408,1976
Valerie,F,3386,1976
Pamela,F,3366,1976
Samantha,F,3353,1976
Renee,F,3318,1976
Nancy,F,3281,1976
Kathryn,F,3261,1976
Theresa,F,3175,1976
Linda,F,3141,1976
Tamara,F,3090,1976
Victoria,F,3037,1976
Donna,F,3034,1976
Gina,F,3010,1976
Melinda,F,2995,1976
Deborah,F,2993,1976
Barbara,F,2973,1976
Kristina,F,2973,1976
Jacqueline,F,2948,1976
Mandy,F,2924,1976
Diana,F,2757,1976
Jodi,F,2672,1976
Margaret,F,2668,1976
Kristi,F,2519,1976
Cheryl,F,2490,1976
Vanessa,F,2464,1976
Rhonda,F,2462,1976
Ann,F,2437,1976
Jenny,F,2427,1976
Katrina,F,2366,1976
Sherry,F,2358,1976
Erika,F,2340,1976
Kristy,F,2327,1976
Beth,F,2307,1976
Ashley,F,2291,1976
Yolanda,F,2275,1976
Regina,F,2273,1976
Alison,F,2272,1976
Leah,F,2272,1976
Cindy,F,2262,1976
Paula,F,2252,1976
Carla,F,2250,1976
Aimee,F,2248,1976
Lauren,F,2223,1976
Anne,F,2222,1976
Suzanne,F,2200,1976
Kari,F,2182,1976
Deanna,F,2116,1976
Carolyn,F,2115,1976
Felicia,F,2097,1976
Natasha,F,2094,1976
Joy,F,2076,1976
Debra,F,2071,1976
Lindsay,F,2071,1976
Latoya,F,2052,1976
Colleen,F,2044,1976
Laurie,F,2038,1976
Kara,F,2036,1976
Christie,F,2010,1976
Tracey,F,1941,1976
Julia,F,1915,1976
Janet,F,1879,1976
Sheila,F,1871,1976
Tamika,F,1867,1976
Shelly,F,1861,1976
Sabrina,F,1857,1976
Kelli,F,1820,1976
Nichole,F,1768,1976
Marie,F,1763,1976
Molly,F,1732,1976
Stacie,F,1725,1976
Joanna,F,1718,1976
Angie,F,1709,1976
Bridget,F,1707,1976
Diane,F,1693,1976
Angel,F,1642,1976
Kendra,F,1630,1976
Kristie,F,1624,1976
Carmen,F,1615,1976
Virginia,F,1615,1976
Martha,F,1597,1976
Krista,F,1594,1976
Katie,F,1592,1976
Jody,F,1567,1976
Sonia,F,1555,1976
Sonya,F,1521,1976
Shawna,F,1510,1976
Anita,F,1509,1976
Kerri,F,1508,1976
Monique,F,1498,1976
Carol,F,1493,1976
Meredith,F,1468,1976
Keri,F,1466,1976
Brooke,F,1464,1976
Trisha,F,1464,1976
Kerry,F,1450,1976
Rachael,F,1438,1976
Adrienne,F,1431,1976
Robyn,F,1430,1976
Tricia,F,1429,1976
Traci,F,1421,1976
Claudia,F,1409,1976
Toni,F,1400,1976
Terri,F,1388,1976
Latasha,F,1384,1976
Kathy,F,1382,1976
Kristine,F,1359,1976
Cassandra,F,1356,1976
Shana,F,1323,1976
Connie,F,1314,1976
Annette,F,1299,1976
Bethany,F,1293,1976
Yvonne,F,1290,1976
Shelley,F,1275,1976
Kim,F,1250,1976
Olivia,F,1234,1976
Caroline,F,1226,1976
Gretchen,F,1224,1976
Melody,F,1215,1976
Angelica,F,1212,1976
Candace,F,1212,1976
Candice,F,1209,1976
Bonnie,F,1205,1976
Charity,F,1203,1976
Ruth,F,1198,1976
Becky,F,1196,1976
Rebekah,F,1187,1976
Gloria,F,1174,1976
Kellie,F,1174,1976
Mindy,F,1166,1976
Ana,F,1164,1976
Rosa,F,1158,1976
Janice,F,1155,1976
Hope,F,1151,1976
Lynn,F,1148,1976
Sherri,F,1145,1976
Jeanette,F,1130,1976
Tasha,F,1106,1976
Cara,F,1103,1976
Kelley,F,1100,1976
Sheri,F,1094,1976
Marisa,F,1092,1976
Latonya,F,1086,1976
Amie,F,1084,1976
Ginger,F,1081,1976
Charlene,F,1080,1976
Summer,F,1072,1976
Sylvia,F,1057,1976
Bobbie,F,1049,1976
Belinda,F,1048,1976
Miranda,F,1044,1976
Leticia,F,1037,1976
Keisha,F,1027,1976
Tracie,F,1021,1976
Nikki,F,1009,1976
Tabitha,F,1003,1976
Yvette,F,1001,1976
Billie,F,1000,1976
Audrey,F,989,1976
Dorothy,F,983,1976
Jami,F,980,1976
Karla,F,977,1976
Cristina,F,975,1976
Rose,F,971,1976
Charlotte,F,956,1976
Alice,F,955,1976
Frances,F,948,1976
Joyce,F,948,1976
Joanne,F,947,1976
Ellen,F,944,1976
Helen,F,942,1976
Christa,F,937,1976
Chasity,F,935,1976
Alisha,F,932,1976
Beverly,F,932,1976
Autumn,F,930,1976
Leigh,F,930,1976
Norma,F,925,1976
Naomi,F,924,1976
Tameka,F,916,1976
Lakisha,F,914,1976
Betty,F,909,1976
Marsha,F,905,1976
Sally,F,899,1976
Ebony,F,897,1976
Trina,F,896,1976
Lindsey,F,873,1976
Staci,F,870,1976
Penny,F,869,1976
Meghan,F,865,1976
Rita,F,860,1976
Wanda,F,854,1976
Juanita,F,845,1976
Farrah,F,838,1976
Jodie,F,838,1976
Desiree,F,837,1976
Shirley,F,834,1976
Abigail,F,830,1976
Darlene,F,829,1976
Evelyn,F,820,1976
Casey,F,811,1976
Jean,F,811,1976
Maureen,F,810,1976
Tonia,F,809,1976
Cathy,F,808,1976
Jennie,F,802,1976
Joann,F,801,1976
Jana,F,798,1976
Raquel,F,798,1976
Priscilla,F,790,1976
Sandy,F,785,1976
Elaine,F,781,1976
Lara,F,776,1976
Christi,F,775,1976
Jenifer,F,773,1976
Shawn,F,773,1976
Eva,F,772,1976
Irene,F,772,1976
Rachelle,F,770,1976
Tennille,F,769,1976
Jolene,F,765,1976
Janelle,F,761,1976
Peggy,F,759,1976
Marcia,F,754,1976
Lesley,F,752,1976
Latisha,F,748,1976
Chastity,F,747,1976
Judith,F,747,1976
Lydia,F,745,1976
Stefanie,F,744,1976
Rochelle,F,739,1976
Tania,F,732,1976
Gwendolyn,F,731,1976
Jackie,F,731,1976
Kimberley,F,720,1976
Kirsten,F,714,1976
Kenya,F,713,1976
Tami,F,710,1976
Debbie,F,700,1976
Jane,F,698,1976
Vicki,F,698,1976
Alexis,F,693,1976
Carey,F,693,1976
Alexandra,F,691,1976
Shanna,F,690,1976
Chandra,F,682,1976
Alyssa,F,681,1976
Roxanne,F,679,1976
Adriana,F,678,1976
Brandie,F,678,1976
Lakeisha,F,678,1976
Dena,F,677,1976
Loretta,F,671,1976
Angelina,F,663,1976
Teri,F,661,1976
Esther,F,657,1976
Bobbi,F,656,1976
Lora,F,656,1976
Tammie,F,655,1976
Tanisha,F,655,1976
Marilyn,F,648,1976
Faith,F,637,1976
Mandi,F,634,1976
Johanna,F,620,1976
Miriam,F,619,1976
Tabatha,F,618,1976
Marissa,F,617,1976
Roberta,F,617,1976
Judy,F,615,1976
Ruby,F,614,1976
Betsy,F,613,1976
Antoinette,F,610,1976
Lorena,F,606,1976
Tori,F,602,1976
Anitra,F,596,1976
Lakesha,F,588,1976
Alisa,F,587,1976
Joni,F,586,1976
Marisol,F,586,1976
Nadia,F,585,1976
Sonja,F,583,1976
Alma,F,580,1976
Cheri,F,580,1976
Lynette,F,580,1976
Shelby,F,575,1976
Ericka,F,574,1976
Hollie,F,574,1976
Nina,F,566,1976
Eileen,F,563,1976
Guadalupe,F,561,1976
Candy,F,557,1976
Jeanne,F,557,1976
Jacquelyn,F,554,1976
Dina,F,553,1976
Krystal,F,550,1976
Celeste,F,546,1976
Melisa,F,545,1976
Lorraine,F,544,1976
Cari,F,541,1976
Aisha,F,540,1976
Shauna,F,539,1976
Elisa,F,538,1976
Bernadette,F,537,1976
Hannah,F,537,1976
Lee,F,532,1976
Whitney,F,532,1976
Kate,F,530,1976
Elena,F,528,1976
Maribel,F,528,1976
Grace,F,527,1976
Angelia,F,525,1976
Jasmine,F,525,1976
Tia,F,524,1976
Amelia,F,523,1976
Misti,F,521,1976
Nora,F,517,1976
Cecilia,F,515,1976
Michael,F,515,1976
Jeannie,F,514,1976
Vickie,F,513,1976
Camille,F,506,1976
Margarita,F,502,1976
Michael,M,66966,1976
Jason,M,52684,1976
Christopher,M,45216,1976
David,M,39297,1976
James,M,38308,1976
John,M,34001,1976
Robert,M,33810,1976
Brian,M,30537,1976
Matthew,M,29993,1976
Daniel,M,24720,1976
William,M,24447,1976
Joseph,M,24072,1976
Eric,M,21377,1976
Jeremy,M,20138,1976
Kevin,M,18485,1976
Ryan,M,17502,1976
Jeffrey,M,17026,1976
Joshua,M,16868,1976
Richard,M,16765,1976
Steven,M,16664,1976
Timothy,M,16634,1976
Anthony,M,16619,1976
Thomas,M,16123,1976
Scott,M,15743,1976
Mark,M,15516,1976
Charles,M,13936,1976
Andrew,M,13321,1976
Paul,M,11790,1976
Chad,M,11776,1976
Aaron,M,11351,1976
Jonathan,M,11320,1976
Benjamin,M,10679,1976
Justin,M,10154,1976
Shawn,M,10107,1976
Gregory,M,10065,1976
Adam,M,9945,1976
Stephen,M,9731,1976
Kenneth,M,9133,1976
Nathan,M,8617,1976
Brandon,M,7793,1976
Patrick,M,7641,1976
Sean,M,7578,1976
Bryan,M,7293,1976
Edward,M,7054,1976
Jose,M,7053,1976
Travis,M,6836,1976
Donald,M,6798,1976
Keith,M,6752,1976
Ronald,M,6462,1976
Todd,M,6440,1976
Bradley,M,5983,1976
Gary,M,5592,1976
George,M,5565,1976
Peter,M,5450,1976
Jesse,M,5303,1976
Douglas,M,5237,1976
Shane,M,5098,1976
Juan,M,5051,1976
Samuel,M,5030,1976
Larry,M,4843,1976
Craig,M,4738,1976
Jamie,M,4622,1976
Jacob,M,4515,1976
Corey,M,4439,1976
Raymond,M,4220,1976
Dennis,M,4169,1976
Jerry,M,4070,1976
Frank,M,3899,1976
Phillip,M,3790,1976
Carlos,M,3786,1976
Antonio,M,3774,1976
Joel,M,3725,1976
Troy,M,3716,1976
Marcus,M,3686,1976
Terry,M,3668,1976
Jeffery,M,3567,1976
Nicholas,M,3478,1976
Brent,M,3407,1976
Randy,M,3318,1976
Kyle,M,3312,1976
Gabriel,M,3303,1976
Dustin,M,3214,1976
Cory,M,3186,1976
Derek,M,3170,1976
Billy,M,3157,1976
Tony,M,3063,1976
Russell,M,2996,1976
Rodney,M,2990,1976
Philip,M,2948,1976
Jared,M,2932,1976
Derrick,M,2920,1976
Johnny,M,2875,1976
Jeremiah,M,2874,1976
Erik,M,2758,1976
Carl,M,2671,1976
Zachary,M,2647,1976
Bobby,M,2642,1976
Shannon,M,2612,1976
Marc,M,2598,1976
Victor,M,2533,1976
Jimmy,M,2498,1976
Danny,M,2495,1976
Roger,M,2465,1976
Damon,M,2455,1976
Curtis,M,2453,1976
Vincent,M,2453,1976
Alexander,M,2448,1976
Brad,M,2437,1976
Brett,M,2418,1976
Luis,M,2388,1976
Jon,M,2326,1976
Christian,M,2268,1976
Lawrence,M,2252,1976
Nathaniel,M,2212,1976
Alan,M,2188,1976
Micheal,M,2181,1976
Martin,M,2173,1976
Joe,M,2170,1976
Wesley,M,2146,1976
Gerald,M,2143,1976
Willie,M,2135,1976
Henry,M,2128,1976
Casey,M,2126,1976
Adrian,M,2120,1976
Andre,M,2114,1976
Jay,M,2105,1976
Walter,M,2102,1976
Seth,M,2099,1976
Jesus,M,2039,1976
Mario,M,2027,1976
Wayne,M,2022,1976
Ricky,M,1994,1976
Randall,M,1984,1976
Allen,M,1970,1976
Ian,M,1939,1976
Albert,M,1915,1976
Arthur,M,1902,1976
Lee,M,1877,1976
Roy,M,1872,1976
Manuel,M,1835,1976
Ricardo,M,1784,1976
Louis,M,1782,1976
Miguel,M,1759,1976
Lance,M,1738,1976
Frederick,M,1732,1976
Tyrone,M,1731,1976
Darren,M,1696,1976
Bruce,M,1691,1976
Jack,M,1668,1976
Darrell,M,1664,1976
Clinton,M,1660,1976
Jorge,M,1654,1976
Kristopher,M,1611,1976
Chris,M,1603,1976
Ronnie,M,1596,1976
Roberto,M,1587,1976
Francisco,M,1572,1976
Kelly,M,1541,1976
Eugene,M,1514,1976
Ernest,M,1489,1976
Dale,M,1480,1976
Harold,M,1440,1976
Jermaine,M,1427,1976
Reginald,M,1427,1976
Barry,M,1424,1976
Jerome,M,1412,1976
Steve,M,1404,1976
Jaime,M,1402,1976
Eddie,M,1400,1976
Tommy,M,1392,1976
Ruben,M,1366,1976
Alex,M,1361,1976
Neil,M,1351,1976
Maurice,M,1346,1976
Dwayne,M,1326,1976
Glenn,M,1319,1976
Leonard,M,1309,1976
Geoffrey,M,1297,1976
Tyler,M,1263,1976
Trevor,M,1256,1976
Hector,M,1254,1976
Marvin,M,1253,1976
Oscar,M,1231,1976
Calvin,M,1230,1976
Terrance,M,1199,1976
Clayton,M,1190,1976
Mitchell,M,1189,1976
Edwin,M,1187,1976
Theodore,M,1173,1976
Terrence,M,1165,1976
Melvin,M,1164,1976
Mathew,M,1163,1976
Ralph,M,1163,1976
Joey,M,1161,1976
Heath,M,1151,1976
Stanley,M,1150,1976
Angel,M,1139,1976
Omar,M,1138,1976
Raul,M,1111,1976
Cody,M,1098,1976
Toby,M,1096,1976
Isaac,M,1091,1976
Alejandro,M,1073,1976
Cameron,M,1070,1976
Clifford,M,1066,1976
Javier,M,1054,1976
Duane,M,1053,1976
Howard,M,1032,1976
Kurt,M,1018,1976
Wade,M,1009,1976
Damian,M,995,1976
Jody,M,995,1976
Eduardo,M,994,1976
Ramon,M,987,1976
Rafael,M,975,1976
Harry,M,967,1976
Armando,M,960,1976
Pedro,M,955,1976
Clarence,M,953,1976
Earl,M,941,1976
Leon,M,926,1976
Luke,M,916,1976
Andy,M,915,1976
Byron,M,906,1976
Alfred,M,902,1976
Micah,M,899,1976
Daryl,M,896,1976
Kirk,M,890,1976
Dean,M,887,1976
Fernando,M,887,1976
Lucas,M,878,1976
Johnathan,M,874,1976
Clifton,M,871,1976
Clint,M,868,1976
Karl,M,867,1976
Cedric,M,861,1976
Greg,M,858,1976
Ray,M,850,1976
Sergio,M,846,1976
Francis,M,840,1976
Brendan,M,838,1976
Lonnie,M,834,1976
Warren,M,829,1976
Gilbert,M,825,1976
Norman,M,825,1976
Jessie,M,823,1976
Franklin,M,804,1976
Fred,M,799,1976
Bernard,M,796,1976
Colin,M,790,1976
Marco,M,788,1976
Tracy,M,785,1976
Roderick,M,783,1976
Evan,M,780,1976
Jonathon,M,776,1976
Spencer,M,771,1976
Alvin,M,767,1976
Julio,M,759,1976
Leroy,M,759,1976
Dominic,M,752,1976
Glen,M,751,1976
Jeff,M,748,1976
Marlon,M,743,1976
Julian,M,734,1976
Kelvin,M,733,1976
Nelson,M,733,1976
Jarrod,M,724,1976
Cesar,M,721,1976
Don,M,720,1976
Grant,M,720,1976
Antoine,M,715,1976
Erick,M,713,1976
Alberto,M,706,1976
Darryl,M,705,1976
Donnie,M,703,1976
Arturo,M,693,1976
Rene,M,687,1976
Gerardo,M,680,1976
Ross,M,680,1976
Lewis,M,679,1976
Tyson,M,678,1976
Dana,M,671,1976
Edgar,M,665,1976
Damien,M,663,1976
Ivan,M,662,1976
Demetrius,M,655,1976
Marshall,M,653,1976
Alfredo,M,651,1976
Darin,M,649,1976
Orlando,M,649,1976
Vernon,M,648,1976
Brock,M,647,1976
Enrique,M,646,1976
Fredrick,M,634,1976
Herbert,M,632,1976
Shaun,M,625,1976
Chadwick,M,619,1976
Jayson,M,610,1976
Dwight,M,602,1976
Lamont,M,599,1976
Bradford,M,594,1976
Mike,M,591,1976
Ben,M,590,1976
Quincy,M,588,1976
Kerry,M,583,1976
Stacy,M,573,1976
Ethan,M,571,1976
Trent,M,570,1976
Abraham,M,569,1976
Preston,M,569,1976
Charlie,M,565,1976
Israel,M,565,1976
Jackie,M,561,1976
Stuart,M,561,1976
Garrett,M,560,1976
Salvador,M,560,1976
Blake,M,556,1976
Ernesto,M,556,1976
Angelo,M,553,1976
Lorenzo,M,552,1976
Jamal,M,551,1976
Rickey,M,551,1976
Neal,M,549,1976
Noah,M,547,1976
Courtney,M,540,1976
Bryant,M,539,1976
Leslie,M,534,1976
Lloyd,M,534,1976
Johnnie,M,527,1976
Caleb,M,526,1976
Quentin,M,521,1976
Austin,M,519,1976
Gordon,M,518,1976
Jordan,M,517,1976
Devin,M,516,1976
Felix,M,512,1976
Roland,M,511,1976
Guy,M,508,1976
Jimmie,M,507,1976
Kent,M,507,1976
Bret,M,506,1976
Allan,M,505,1976
Freddie,M,504,1976
Terrell,M,501,1976
Rudy,M,500,1976
Jennifer,F,58964,1977
Melissa,F,26887,1977
Amy,F,26732,1977
Jessica,F,24845,1977
Heather,F,23775,1977
Angela,F,20998,1977
Michelle,F,19539,1977
Kimberly,F,18286,1977
Amanda,F,18279,1977
Kelly,F,18235,1977
Sarah,F,18098,1977
Lisa,F,17015,1977
Elizabeth,F,16425,1977
Stephanie,F,15421,1977
Nicole,F,15251,1977
Christina,F,14496,1977
Rebecca,F,14194,1977
Jamie,F,12901,1977
Shannon,F,12517,1977
Laura,F,11321,1977
Mary,F,10659,1977
Julie,F,10203,1977
Erin,F,10201,1977
Andrea,F,9785,1977
Crystal,F,9728,1977
Rachel,F,8976,1977
Sara,F,8709,1977
Carrie,F,8663,1977
April,F,8068,1977
Christine,F,7887,1977
Danielle,F,7616,1977
Karen,F,7442,1977
Amber,F,7207,1977
Tiffany,F,7206,1977
Tara,F,7197,1977
Maria,F,7081,1977
Emily,F,6880,1977
Erica,F,6621,1977
Monica,F,6366,1977
Misty,F,6315,1977
Jill,F,6240,1977
Stacy,F,6156,1977
Dawn,F,6096,1977
Katherine,F,6031,1977
Susan,F,5955,1977
Jaime,F,5906,1977
Patricia,F,5905,1977
Cynthia,F,5782,1977
Wendy,F,5763,1977
Tracy,F,5757,1977
Brandy,F,5476,1977
Holly,F,5463,1977
Melanie,F,5370,1977
Megan,F,5324,1977
Tammy,F,5310,1977
Stacey,F,5209,1977
Lori,F,5071,1977
Tina,F,4950,1977
Christy,F,4602,1977
Alicia,F,4401,1977
Sandra,F,4373,1977
Dana,F,4340,1977
Sabrina,F,4302,1977
Tonya,F,4265,1977
Leslie,F,4251,1977
Allison,F,4207,1977
Tanya,F,4085,1977
Kristy,F,4045,1977
Natalie,F,4040,1977
Kathryn,F,3969,1977
Brandi,F,3883,1977
Kristen,F,3862,1977
Veronica,F,3856,1977
Anna,F,3853,1977
Catherine,F,3844,1977
Courtney,F,3808,1977
Michele,F,3712,1977
Denise,F,3682,1977
Teresa,F,3656,1977
Kathleen,F,3648,1977
Heidi,F,3642,1977
Kristin,F,3606,1977
Kristina,F,3539,1977
Robin,F,3430,1977
Samantha,F,3286,1977
Valerie,F,3271,1977
Renee,F,3259,1977
Gina,F,3231,1977
Nancy,F,3221,1977
Vanessa,F,3209,1977
Brenda,F,3151,1977
Jacqueline,F,3146,1977
Tamara,F,3122,1977
Mandy,F,3102,1977
Sharon,F,3091,1977
Melinda,F,3046,1977
Beth,F,2967,1977
Theresa,F,2916,1977
Linda,F,2909,1977
Diana,F,2847,1977
Barbara,F,2842,1977
Pamela,F,2831,1977
Erika,F,2824,1977
Kristi,F,2797,1977
Jodi,F,2729,1977
Ashley,F,2706,1977
Victoria,F,2700,1977
Jenny,F,2687,1977
Deborah,F,2677,1977
Lindsay,F,2636,1977
Margaret,F,2624,1977
Leah,F,2587,1977
Donna,F,2582,1977
Lauren,F,2551,1977
Natasha,F,2506,1977
Katie,F,2505,1977
Kelli,F,2466,1977
Ann,F,2454,1977
Summer,F,2446,1977
Kara,F,2416,1977
Alison,F,2375,1977
Suzanne,F,2374,1977
Anne,F,2355,1977
Regina,F,2325,1977
Latoya,F,2319,1977
Katrina,F,2296,1977
Aimee,F,2289,1977
Felicia,F,2220,1977
Carolyn,F,2196,1977
Kari,F,2164,1977
Rhonda,F,2162,1977
Cindy,F,2159,1977
Angel,F,2137,1977
Cheryl,F,2122,1977
Yolanda,F,2120,1977
Joy,F,2100,1977
Carla,F,2098,1977
Deanna,F,2093,1977
Shawna,F,2081,1977
Sherry,F,2072,1977
Julia,F,2068,1977
Molly,F,2068,1977
Nichole,F,2064,1977
Paula,F,2042,1977
Colleen,F,1997,1977
Debra,F,1963,1977
Janet,F,1943,1977
Jaclyn,F,1939,1977
Marie,F,1913,1977
Brooke,F,1871,1977
Shelly,F,1848,1977
Kendra,F,1773,1977
Meredith,F,1768,1977
Laurie,F,1767,1977
Krista,F,1762,1977
Christie,F,1757,1977
Kristie,F,1756,1977
Tamika,F,1695,1977
Adrienne,F,1692,1977
Cassandra,F,1673,1977
Monique,F,1671,1977
Trisha,F,1658,1977
Sheila,F,1656,1977
Diane,F,1646,1977
Bridget,F,1642,1977
Carmen,F,1630,1977
Marisa,F,1609,1977
Shanna,F,1608,1977
Virginia,F,1599,1977
Latasha,F,1598,1977
Martha,F,1594,1977
Toni,F,1590,1977
Kristine,F,1564,1977
Joanna,F,1563,1977
Aisha,F,1540,1977
Bethany,F,1533,1977
Farrah,F,1516,1977
Anita,F,1514,1977
Robyn,F,1511,1977
Tracey,F,1504,1977
Kelley,F,1503,1977
Kellie,F,1502,1977
Jody,F,1501,1977
Shana,F,1500,1977
Rachael,F,1488,1977
Stacie,F,1486,1977
Keri,F,1474,1977
Kerri,F,1438,1977
Cara,F,1412,1977
Kathy,F,1406,1977
Angie,F,1390,1977
Terri,F,1388,1977
Sonya,F,1382,1977
Lindsey,F,1381,1977
Tabitha,F,1375,1977
Melody,F,1371,1977
Sonia,F,1368,1977
Carol,F,1345,1977
Bonnie,F,1340,1977
Rebekah,F,1328,1977
Alisha,F,1315,1977
Kerry,F,1298,1977
Candice,F,1273,1977
Tricia,F,1260,1977
Mindy,F,1234,1977
Claudia,F,1233,1977
Traci,F,1233,1977
Connie,F,1210,1977
Caroline,F,1206,1977
Yvonne,F,1205,1977
Charity,F,1196,1977
Ruth,F,1189,1977
Ebony,F,1156,1977
Lakisha,F,1148,1977
Janice,F,1143,1977
Meghan,F,1142,1977
Candace,F,1140,1977
Ana,F,1136,1977
Annette,F,1136,1977
Angelica,F,1133,1977
Gloria,F,1130,1977
Miranda,F,1123,1977
Kizzy,F,1116,1977
Tasha,F,1115,1977
Shelley,F,1104,1977
Olivia,F,1103,1977
Lynn,F,1100,1977
Autumn,F,1092,1977
Rosa,F,1089,1977
Kim,F,1085,1977
Sherri,F,1081,1977
Janelle,F,1070,1977
Charlene,F,1068,1977
Marissa,F,1067,1977
Jeanette,F,1065,1977
Jillian,F,1054,1977
Keisha,F,1051,1977
Gretchen,F,1045,1977
Jami,F,1040,1977
Amie,F,1029,1977
Tameka,F,1021,1977
Leticia,F,1020,1977
Ellen,F,1019,1977
Hope,F,1019,1977
Becky,F,1009,1977
Cristina,F,1006,1977
Karla,F,1000,1977
Naomi,F,999,1977
Helen,F,992,1977
Latonya,F,989,1977
Bobbie,F,984,1977
Desiree,F,983,1977
Shauna,F,983,1977
Sheri,F,983,1977
Sylvia,F,982,1977
Audrey,F,973,1977
Rose,F,965,1977
Leigh,F,954,1977
Ginger,F,952,1977
Casey,F,950,1977
Yvette,F,950,1977
Jana,F,949,1977
Nikki,F,948,1977
Belinda,F,944,1977
Frances,F,940,1977
Charlotte,F,939,1977
Jocelyn,F,938,1977
Latisha,F,936,1977
Dorothy,F,934,1977
Stefanie,F,928,1977
Joanne,F,916,1977
Priscilla,F,912,1977
Trina,F,865,1977
Elaine,F,864,1977
Juanita,F,863,1977
Beverly,F,862,1977
Christa,F,860,1977
Alice,F,858,1977
Marsha,F,856,1977
Penny,F,856,1977
Lesley,F,849,1977
Joyce,F,847,1977
Krystal,F,847,1977
Jodie,F,845,1977
Billie,F,844,1977
Jennie,F,842,1977
Maureen,F,842,1977
Staci,F,840,1977
Evelyn,F,834,1977
Kate,F,829,1977
Eva,F,817,1977
Jenifer,F,814,1977
Betty,F,808,1977
Faith,F,802,1977
Rita,F,802,1977
Lakeisha,F,799,1977
Abigail,F,797,1977
Raquel,F,796,1977
Jackie,F,794,1977
Christi,F,793,1977
Adriana,F,792,1977
Selena,F,791,1977
Nadia,F,790,1977
Sally,F,789,1977
Sandy,F,785,1977
Norma,F,779,1977
Shirley,F,776,1977
Darlene,F,773,1977
Chasity,F,770,1977
Esther,F,766,1977
Jean,F,765,1977
Lydia,F,764,1977
Tracie,F,760,1977
Alyssa,F,759,1977
Irene,F,759,1977
Roxanne,F,751,1977
Alexandra,F,746,1977
Cathy,F,744,1977
Jane,F,743,1977
Jolene,F,739,1977
Tanisha,F,736,1977
Wanda,F,728,1977
Jacquelyn,F,727,1977
Joann,F,726,1977
Alexis,F,725,1977
Tonia,F,722,1977
Jasmine,F,719,1977
Marcia,F,715,1977
Peggy,F,714,1977
Kenya,F,712,1977
Rochelle,F,711,1977
Brandie,F,708,1977
Judith,F,707,1977
Mandi,F,697,1977
Whitney,F,693,1977
